loudness,acousticness
-7.017,0.163
-3.254,0.456
-4.895,0.14
-10.714,0.0149
-5.752,0.128
-5.957,0.181
-7.217,0.00722
-1.029,0.412
-4.503,0.131
-6.176,0.0918
-8.417,0.0564
-6.168,0.133
-7.235,0.155
-6.923,0.213
-7.949,0.189
-7.626,0.271
-7.242,0.115
-6.08,0.0182
-6.424,0.11
-6.149,0.000654
-6.479,0.215
-4.419,0.0517
-5.55,0.572
-3.817,0.101
-3.287,0.0244
-6.369,0.0856
-5.251,0.298
-3.185,0.153
-5.198,0.164
-2.967,0.0174
-9.479,0.363
-5.586,0.00445
-11.479,0.248
-5.998,0.126
-11.086,0.541
-6.018,0.138
-6.897,0.00252
-3.79,0.284
-6.427,0.0319
-6.111,0.713
-3.606,0.42
-8.775,0.364
-7.892,0.0111
-7.773,0.11
-9.004,0.0221
-3.263,0.128
-6.829,0.279
-7.5,0.294
-7.743,0.0178
-6.309,0.122
-3.678,0.0872
-4.886,0.223
-6.304,0.0792
-7.657,0.479
-4.368,0.49
-3.393,0.413
-9.529,0.106
-4.399,0.0704
-8.3,0.00635
-4.471,0.116
-3.593,0.446
-3.061,0.16
-2.982,0.0115
-3.17,0.18
-7.058,0.0271
-6.75,0.452
-6.999,0.192
-4.053,0.449
-6.001,0.0833
-7.898,0.186
-4.897,0.0279
-3.358,0.222
-6.514,0.174
-4.907,0.212
-3.53,0.0308
-5.109,0.00871
-6.082,0.49
-4.464,0.546
-5.846,0.147
-7.263,0.433
-9.364,0.285
-12.033,0.331
-3.497,0.156
-8.269,0.34
-3.259,0.381
-6.142,0.0929
-8.851,0.0182
-6.636,0.554
-7.732,0.0846
-3.22,0.313
-4.882,0.332
-4.822,0.543
-4.913,0.122
-4.172,0.0203
-6.63,0.139
-4.685,0.327
-3.666,0.0788
-7.008,0.136
-4.77,0.205
-3.753,0.0408
-8.104,0.318
-5.624,0.165
-9.513,0.0392
-5.232,0.00499
-4.958,0.282
-5.98,0.31
-10.243,0.0403
-4.789,0.13
-6.625,0.239
-4.751,0.769
-8.708,0.00497
-4.36,0.0729
-4.801,0.104
-3.909,0.00899
-8.48,0.188
-4.555,0.0314
-5.491,0.207
-7.622,0.074
-5.195,0.0904
-3.355,0.183
-5.041,0.145
-8.352,0.486
-6.161,0.196
-5.421,0.49
-7.445,0.117
-9.036,0.757
-4.057,0.0143
-6.272,0.35
-2.942,0.244
-9.074,0.186
-4.685,0.288
-5.74,0.126
-7.457,0.009
-7.254,0.745
-5.455,0.413
-3.598,0.00446
-13.174,0.199
-8.38,0.0191
-5.348,0.686
-3.059,0.609
-6.825,0.365
-8.965,0.499
-9.012,0.429
-3.386,0.436
-6.241,0.262
-4.858,0.579
-5.595,0.283
-4.153,0.282
-5.134,0.0736
-5.719,0.0855
-4.873,0.0782
-5.976,0.135
-6.651,0.142
-4.94,0.191
-5.217,0.291
-5.292,0.0506
-8.61,0.101
-5.95,0.0473
-12.147,0.0595
-5.876,0.558
-7.025,0.0464
-3.094,0.152
-8.158,0.376
-6.428,0.644
-5.325,0.0669
-5.161,0.18
-4.728,0.0758
-6.543,0.632
-3.365,0.27
-6.092,0.134
-9.564,0.0788
-7.542,0.351
-6.479,0.181
-2.935,0.193
-5.387,0.0265
-3.426,0.0527
-13.072,0.464
-6.257,0.0658
-6.859,0.0467
-5.184,0.553
-5.299,0.433
-8.569,0.439
-4.29,0.467
-9.983,0.247
-12.21,0.697
-3.594,0.471
-6.517,0.203
-4.778,0.337
-7.711,0.147
-7.942,0.343
-4.171,0.134
-12.335,0.00406
-6.476,0.127
-3.364,0.0966
-4.715,0.0949
-5.21,0.315
-12.13,0.0913
-5.292,0.207
-9.486,0.0182
-6.294,0.441
-5.821,0.267
-4.333,0.0261
-6.108,0.147
-6.693,0.0304
-9.522,0.189
-6.736,0.0608
-3.89,0.457
-5.714,0.176
-4.68,0.481
-7.977,0.189
-6.558,0.308
-6.346,0.116
-8.099,0.111
-5.565,0.0574
-4.843,0.226
-3.243,0.636
-4.524,0.152
-7.455,0.0102
-3.544,0.0378
-9.014,0.0481
-2.352,0.142
-6.469,0.219
-5.659,0.44
-4.649,0.397
-10.89,0.0048
-4.526,0.00239
-6.267,0.028
-8.38,0.118
-6.201,0.149
-5.948,0.719
-5.442,0.144
-10.34,0.122
-5.075,0.157
-4.859,0.0602
-6.192,0.0197
-8.106,0.0784
-5.933,0.000244
-5.676,0.244
-6.45,0.141
-6.478,0.416
-6.64,0.0107
-7.66,0.0562
-2.294,0.358
-5.158,0.217
-5.083,0.255
-5.754,0.0247
-5.001,0.0701
-5.246,0.0879
-8.686,0.538
-6.998,0.185
-6.31,0.093
-8.275,0.587
-7.175,0.011
-3.829,0.188
-6.006,0.177
-4.005,0.409
-4.069,0.402
-5.403,0.0262
-6.51,0.00944
-5.147,0.361
-5.593,0.537
-3.688,0.636
-5.684,0.213
-4.905,0.291
-5.022,0.0526
-4.7,0.252
-5.435,0.0124
-4.105,0.243
-4.176,0.13
-4.308,0.0502
-5.208,0.113
-5.081,0.061
-4.841,0.123
-4.578,0.484
-4.04,0.16
-6.914,0.0453
-3.334,0.186
-4.23,0.646
-3.809,0.268
-3.655,0.523
-4.276,0.524
-8.393,0.241
-4.104,0.0331
-5.793,0.161
-2.801,0.119
-4.776,0.344
-5.078,0.146
-5.145,0.452
-4.591,0.274
-3.139,0.247
-7.334,0.39
-3.487,0.205
-6.374,0.255
-4.712,0.525
-2.564,0.186
-6.053,0.604
-11.342,0.133
-4.947,0.0675
-3.29,0.105
-4.337,0.0567
-8.951,0.137
-7.6,0.387
-9.622,0.545
-2.782,0.137
-3.069,0.223
-7.528,0.489
-7.616,0.227
-9.878,0.372
-5.936,0.452
-5.381,0.299
-4.26,0.238
-5.406,0.198
-9.643,0.0346
-7.16,0.0725
-7.868,0.204
-4.404,0.445
-8.199,0.675
-6.952,0.0162
-5.399,0.0538
-5.93,0.046
-4.912,0.381
-2.353,0.0325
-6.61,0.602
-6.735,0.276
-5.287,0.302
-6.871,0.327
-6.945,0.0254
-6.01,0.00302
-6.301,0.105
-5.221,0.00424
-2.042,0.187
-8.132,0.4
-5.866,0.129
-5.216,0.185
-3.729,0.212
-4.527,0.00824
-6.489,0.0735
-7.111,0.0272
-9.235,0.0606
-7.173,0.0695
-6.077,0.161
-3.931,0.000853
-6.498,0.000663
-6.8,0.0242
-3.282,0.479
-12.694,0.898
-10.343,0.345
-11.973,0.419
-9.714,0.0043
-5.395,0.661
-7.127,0.638
-6.571,0.506
-7.27,0.284
-4.257,0.164
-5.148,0.657
-2.735,0.384
-6.089,0.0316
-10.265,0.0542
-5.277,0.188
-5.974,0.184
-4.161,0.596
-7.17,0.0932
-3.417,0.189
-3.371,0.2
-3.331,0.00522
-11.942,0.162
-6.379,0.521
-16.926,0.0165
-2.821,0.174
-7.145,0.00373
-4.78,0.0515
-3.69,0.0175
-6.617,0.0273
-5.695,0.236
-7.968,0.456
-8.26,0.00721
-7.822,0.158
-13.038,0.0158
-4.937,0.194
-3.268,0.11
-3.741,0.167
-7.067,0.614
-11.825,0.657
-6.956,0.136
-12.194,0.366
-6.673,0.0386
-7.783,0.156
-6.038,0.099
-9.152,0.0592
-5.811,0.243
-6.194,0.177
-3.2,0.00391
-10.353,0.324
-3.499,0.268
-5.214,0.491
-10.291,0.00442
-5.789,0.421
-6.324,0.00416
-6.948,0.0641
-5.525,0.000642
-6.668,0.731
-7.175,0.252
-3.967,0.592
-4.581,0.0336
-4.656,0.1
-4.321,0.439
-5.736,0.163
-7.564,0.0519
-3.889,0.194
-5.984,0.575
-5.472,0.269
-4.777,0.858
-6.072,0.334
-7.176,0.124
-5.146,0.0754
-2.684,0.269
-4.185,0.106
-2.139,0.455
-2.947,0.0693
-7.41,0.333
-5.821,0.277
-6.311,0.646
-3.835,0.125
-6.756,0.107
-3.324,0.188
-4.511,0.0904
-5.024,0.131
-6.478,0.0745
-3.407,0.51
-6.085,0.0134
-6.716,0.447
-7.721,0.142
-5.977,0.162
-7.414,0.192
-6.161,0.562
-6.492,0.408
-4.001,0.0847
-2.494,0.207
-4.901,0.0623
-7.097,0.0696
-4.477,0.111
-5.677,0.168
-7.157,0.0385
-3.667,0.0548
-4.852,0.125
-5.058,0.0349
-6.902,0.327
-5.17,0.54
-5.443,0.387
-5.849,0.106
-6.778,0.0494
-7.59,0.0833
-5.144,0.347
-4.826,0.329
-4.769,0.0933
-4.839,0.276
-4.708,0.0354
-11.85,0.147
-6.389,0.0329
-5.649,0.11
-6.196,0.117
-3.582,0.145
-3.159,0.0678
-6.994,0.164
-8.418,0.631
-7.755,0.286
-6.044,0.165
-6.46,0.145
-6.089,0.473
-5.57,0.3
-4.772,0.0875
-4.984,0.246
-4.651,0.0813
-5.412,0.323
-4.501,0.355
-5.394,0.00917
-7.034,0.0258
-4.47,0.0692
-3.475,0.122
-7.52,0.0251
-5.179,0.204
-4.959,0.172
-7.021,0.304
-5.116,0.407
-6.145,0.0902
-3.586,0.0173
-2.569,0.166
-6.357,0.201
-4.743,0.66
-9.326,0.00193
-8.258,0.0385
-10.632,0.00424
-6.823,0.816
-7.628,0.0121
-5.001,0.637
-6.763,0.212
-11.578,0.643
-2.697,0.365
-4.787,0.122
-5.443,0.226
-9.58,0.0398
-5.013,0.127
-7.935,0.0247
-5.59,0.347
-8.537,0.187
-2.002,0.225
-7.185,0.673
-5.709,0.0985
-6.346,0.325
-5.656,0.253
-4.014,0.0751
-3.323,0.0881
-5.097,0.214
-8.941,0.0877
-12.673,0.597
-10.353,0.039
-7.92,0.0856
-5.49,0.0992
-5.423,0.163
-7.602,0.662
-4.477,0.106
-6.478,0.105
-3.475,0.0909
-7.482,0.302
-2.985,0.00139
-8.643,0.0394
-2.685,0.603
-8.724,0.047
-5.655,0.0284
-7.669,0.0651
-3.17,0.329
-4.862,0.0735
-5.12,0.0451
-5.189,0.289
-4.564,0.186
-5.635,0.221
-4.288,0.0657
-6.318,0.0782
-4.566,0.0325
-10.38,0.45
-3.899,0.0477
-9.53,0.735
-12.247,0.5
-5.172,0.108
-10.01,0.106
-7.936,0.178
-8.545,0.26
-6.029,0.0981
-5.433,0.411
-4.151,0.233
-4.049,0.0699
-5.329,0.238
-4.858,0.235
-8.451,0.0581
-4.425,0.0966
-1.519,0.412
-5.693,0.29
-9.221,0.0454
-5.24,0.323
-3.42,0.0431
-11.283,0.527
-5.225,0.0684
-8.222,0.00391
-4.178,0.0243
-4.221,0.277
-10.316,0.367
-5.453,0.0605
-6.905,0.364
-6.777,0.223
-3.311,0.0284
-3.079,0.0666
-4.943,0.0651
-5.72,0.628
-5.05,0.159
-5.154,0.0621
-5.48,0.27
-3.372,0.153
-5.593,0.152
-3.673,0.0935
-4.85,0.0244
-6.809,0.453
-6.77,0.214
-11.224,0.544
-5.517,0.0327
-1.944,0.0082
-7.184,0.326
-6.988,0.185
-7.593,0.271
-5.398,0.249
-3.872,0.105
-7.993,0.567
-5.275,0.0282
-7.058,0.0241
-2.633,0.144
-5.334,0.373
-4.814,0.0979
-4.166,0.431
-6.446,0.029
-11.556,0.153
-7.087,0.172
-13.642,0.446
-6.625,0.414
-8.792,0.555
-4.739,0.288
-9.155,0.029
-7.694,0.283
-6.818,0.532
-6.473,0.127
-6.534,0.0918
-4.038,0.0695
-5.095,0.426
-2.43,0.33
-6.406,0.478
-5.088,0.16
-4.142,0.252
-3.984,0.154
-5.53,0.157
-3.023,0.232
-5.568,0.0527
-5.781,0.169
-4.953,0.179
-3.918,0.0152
-4.199,0.197
-4.173,0.0443
-6.168,0.0792
-7.326,0.18
-6.688,0.0404
-7.852,0.3
-5.441,0.131
-8.463,0.0381
-5.621,0.0381
-5.519,0.00192
-5.573,0.508
-5.281,0.133
-6.278,0.00655
-7.483,0.413
-4.676,0.0871
-6.239,0.00756
-5.077,0.00412
-2.219,0.0988
-8.804,0.203
-4.178,0.0895
-5.925,0.0868
-9.902,0.0439
-8.437,0.0147
-3.529,0.712
-5.979,0.0295
-2.978,0.5
-5.852,0.17
-8.793,0.0614
-4.931,0.797
-4.561,0.0406
-4.086,0.835
-4.304,0.0745
-5.396,0.00646
-4.293,0.567
-5.53,0.314
-5.814,0.17
-5.682,0.0913
-3.747,0.097
-3.112,0.132
-8.557,0.524
-6.69,0.252
-5.136,0.25
-6.091,0.0471
-3.305,0.82
-3.652,0.495
-9.491,0.194
-7.32,0.335
-4.853,0.232
-13.111,0.587
-4.884,0.0239
-4.777,0.00338
-6.657,0.168
-4.66,0.0648
-9.081,0.0207
-4.863,0.239
-4.059,0.173
-9.13,0.274
-5.149,0.0801
-5.417,0.02
-4.117,0.02
-5.327,0.0158
-3.715,0.445
-6.564,0.025
-2.729,0.193
-9.91,0.254
-5.077,0.0488
-3.804,0.0116
-6.112,0.217
-4.833,0.00671
-4.374,0.0622
-3.66,0.00108
-18.064,0.257
-6.993,0.0722
-7.657,0.444
-5.021,0.0362
-6.861,0.172
-7.282,0.688
-7.828,0.00817
-5.677,0.0462
-10.054,0.652
-12.145,0.181
-9.484,0.00574
-4.985,0.0938
-5.835,0.00847
-9.744,0.0644
-3.015,0.19
-5.849,0.145
-5.808,0.00175
-4.793,0.0591
-22.32,0.883
-9.348,0.0841
-4.357,0.0364
-6.495,0.34
-5.678,0.011
-7.516,0.201
-5.881,0.0319
-9.031,0.386
-7.711,0.141
-11.097,0.382
-5.175,0.000147
-7.878,0.325
-3.686,0.106
-10.484,0.0339
-7.075,0.0438
-7.388,0.0735
-10.964,0.182
-8.81,0.009
-6.169,0.178
-5.527,0.0137
-6.645,0.389
-2.986,0.0747
-4.571,0.209
-7.596,0.186
-5.62,0.0465
-4.741,0.00898
-5.355,0.00835
-3.804,0.00701
-9.072,0.127
-8.039,0.000894
-4.976,0.117
-13.243,0.219
-2.81,0.0495
-13.496,0.0576
-8.027,0.0326
-4.083,0.0115
-9.618,0.394
-6.694,0.431
-4.582,0.364
-12.077,0.372
-12.564,0.546
-10.057,0.388
-4.525,2.86e-05
-7.627,0.197
-13.154,0.0936
-10.068,0.013
-4.08,0.269
-5.139,0.0167
-9.377,0.381
-8.55,0.0029
-2.313,0.167
-2.817,0.004
-7.138,0.456
-11.355,0.927
-10.396,0.818
-5.653,0.00172
-6.205,0.0183
-7.638,0.018
-4.44,0.185
-10.39,0.343
-12.049,0.58
-3.401,0.0424
-8.033,0.615
-8.662,0.113
-8.322,0.595
-10.572,0.872
-15.73,0.735
-3.714,0.0714
-5.632,0.00163
-3.445,0.0801
-6.857,0.749
-3.337,0.0137
-6.72,0.0294
-4.918,0.000453
-6.542,0.211
-6.609,0.0563
-8.72,0.401
-8.642,0.0214
-6.219,0.171
-4.272,0.162
-5.356,0.00552
-8.121,0.0765
-9.012,0.0163
-13.18,0.221
-3.442,0.0179
-5.735,0.00316
-6.788,0.254
-8.962,0.108
-8.821,0.000423
-6.237,0.00255
-3.561,0.113
-6.576,0.00832
-3.808,0.00719
-6.016,0.0251
-5.509,0.00287
-5.862,0.154
-8.822,0.857
-6.26,0.00719
-5.325,0.000203
-9.935,0.0102
-4.764,0.0122
-9.78,0.56
-12.595,0.15
-7.95,0.259
-3.279,0.0109
-4.252,0.0617
-10.991,0.258
-6.646,0.028
-4.972,0.0654
-5.218,0.153
-5.851,0.164
-6.756,0.679
-8.71,0.00206
-9.241,0.0601
-15.881,0.0781
-17.18,0.686
-7.521,0.00328
-3.921,0.0221
-11.913,0.0302
-2.788,0.0021
-5.988,0.448
-10.164,0.406
-5.721,0.000182
-10.961,0.00298
-7.249,0.0747
-4.875,0.00155
-6.696,0.000385
-6.982,0.323
-3.777,0.0768
-8.339,0.631
-7.014,0.0147
-6.383,0.0755
-7.643,0.0416
-12.051,4.52e-05
-4.791,0.582
-8.904,0.0794
-4.162,0.0583
-5.438,0.0196
-9.249,0.132
-5.973,0.0586
-4.001,0.361
-4.51,0.173
-3.176,0.000123
-4.25,0.645
-10.421,0.0241
-2.378,0.0629
-7.7,0.0112
-8.329,0.00849
-7.543,0.000479
-5.819,0.000172
-4.879,0.0183
-7.79,0.196
-3.002,0.0704
-3.313,0.000152
-6.303,0.5
-6.005,0.119
-7.498,0.227
-7.298,0.096
-6.463,0.079
-11.6,0.0484
-3.77,0.199
-9.342,0.619
-6.516,0.13
-3.682,0.127
-8.561,0.0465
-5.03,0.163
-11.258,0.0505
-4.927,0.0021
-2.757,0.00129
-3.717,0.0791
-5.436,0.00124
-6.668,0.0138
-5.416,0.00289
-3.435,0.00148
-6.774,0.282
-7.355,0.098
-8.022,0.579
-5.54,5.96e-05
-4.343,0.0653
-8.189,0.044
-6.238,0.0964
-13.641,0.546
-7.221,0.00403
-4.476,0.0154
-3.954,0.385
-8.277,0.447
-7.748,0.0699
-6.086,0.475
-8.903,0.105
-5.814,0.0587
-4.319,0.058
-5.708,0.00664
-4.899,0.00211
-6.083,0.0299
-12.358,0.907
-7.421,0.117
-7.528,0.54
-3.205,0.00293
-8.288,0.488
-6.251,0.0206
-5.278,0.0016
-7.246,0.0966
-4.947,0.00302
-7.325,0.0632
-9.803,0.234
-4.457,0.0661
-8.69,0.573
-7.34,0.0562
-3.839,0.00111
-3.871,0.00076
-13.553,0.015
-3.908,0.000278
-5.05,0.16
-5.655,0.392
-4.807,0.013
-5.412,0.0187
-6.423,0.00136
-4.552,0.127
-5.005,0.00539
-5.423,0.122
-4.256,0.0004
-6.631,0.432
-8.792,0.6
-3.144,0.00494
-12.244,0.249
-5.819,0.0551
-6.444,0.156
-6.003,0.0144
-9.461,0.0678
-5.756,0.148
-3.822,0.387
-4.89,0.000837
-14.48,0.499
-10.986,0.825
-4.215,0.0266
-2.207,0.0467
-9.81,0.133
-10.875,0.00349
-5.941,0.0857
-5.683,0.00133
-4.012,0.00611
-7.064,0.648
-5.71,0.0223
-7.376,0.017
-4.404,0.000242
-10.266,0.367
-4.802,0.0189
-3.046,0.0788
-5.48,0.032
-4.748,0.0162
-5.719,0.202
-6.737,0.302
-5.316,0.000297
-4.025,0.00381
-5.935,0.1
-7.501,0.00251
-10.397,0.0341
-7.372,0.312
-2.94,0.0107
-4.245,0.00303
-5.488,0.14
-6.411,0.0156
-8.124,0.182
-6.069,0.00752
-7.211,0.00145
-7.307,0.0343
-5.589,0.0893
-7.445,0.0133
-6.192,0.13
-7.035,0.155
-3.265,0.00316
-9.316,0.0163
-6.025,0.348
-6.006,0.0335
-5.692,0.00616
-5.549,0.386
-4.382,0.105
-6.506,0.00178
-9.28,0.373
-9.159,0.238
-5.576,0.02
-7.627,0.00543
-13.945,0.551
-11.367,0.072
-13.653,0.501
-4.221,0.0597
-3.862,0.323
-6.52,0.11
-5.05,0.00043
-14.918,0.0783
-7.627,0.296
-13.395,0.0512
-6.478,0.0483
-9.963,0.287
-9.396,0.354
-7.842,0.396
-4.626,0.2
-6.967,0.164
-6.374,0.365
-4.881,0.214
-6.623,0.292
-4.803,0.0779
-5.053,0.000552
-5.477,0.00797
-2.947,0.206
-4.046,0.000202
-7.159,0.0351
-4.751,0.017
-5.436,0.708
-5.162,0.165
-5.357,0.171
-4.774,0.0651
-7.189,0.0819
-4.988,0.876
-7.445,0.015
-4.518,0.00205
-12.897,0.25
-8.433,0.481
-2.336,0.0431
-9.545,0.202
-1.786,0.0265
-11.893,0.272
-9.198,0.641
-9.058,0.0272
-5.253,0.0007
-4.766,0.000276
-3.52,0.00131
-3.318,0.000671
-11.017,0.155
-16.066,0.611
-4.046,0.0243
-4.579,0.00385
-2.042,2.64e-05
-3.949,0.187
-5.344,0.0328
-3.594,0.00139
-9.834,0.379
-3.743,0.584
-10.687,0.367
-9.289,0.583
-7.234,0.445
-4.897,0.052
-5.49,0.276
-6.167,0.24
-3.107,0.0217
-4.341,0.0271
-9.734,0.16
-10.036,0.193
-10.92,0.881
-6.964,0.023
-8.851,0.026
-5.263,0.000359
-3.275,0.0136
-7.045,0.0178
-5.703,0.0715
-10.233,0.184
-8.373,0.287
-4.078,0.0531
-7.842,0.0348
-9.18,5.59e-05
-9.192,0.0382
-5.206,0.0771
-1.932,0.237
-5.29,0.00178
-5.438,0.006
-7.291,0.0124
-6.183,0.000989
-4.317,0.425
-5.963,0.0519
-4.04,0.000917
-4.255,0.0406
-5.821,0.00394
-5.82,0.159
-6.299,0.0127
-3.629,0.0212
-12.049,0.0397
-15.447,0.953
-12.526,0.0607
-4.645,0.00566
-2.977,0.00243
-3.881,0.0014
-11.79,0.521
-10.437,0.0825
-4.381,0.484
-5.27,0.00876
-6.336,0.00203
-3.857,0.00568
-7.844,0.183
-5.416,0.456
-3.751,3.43e-05
-13.424,0.736
-1.352,0.0272
-5.011,0.218
-8.699,0.296
-14.892,0.468
-4.152,0.116
-9.883,0.731
-10.385,0.0603
-8.627,0.0249
-5.532,0.0141
-10.164,0.247
-7.275,0.0916
-7.193,0.0211
-10.205,0.223
-4.683,0.0127
-5.038,0.175
-5.042,0.00135
-10.893,0.6
-14.035,0.713
-10.041,0.611
-5.69,0.000927
-11.121,0.0248
-6.376,0.00397
-3.838,0.0282
-6.763,0.0117
-4.236,0.0175
-10.593,0.237
-7.837,0.00417
-5.571,0.16
-7.081,0.00717
-8.256,0.047
-10.613,0.0114
-8.638,0.119
-6.823,0.377
-6.406,0.148
-7.46,0.00425
-5.846,0.00515
-6.61,0.168
-5.032,0.00842
-6.331,0.0152
-12.365,0.222
-2.608,0.119
-5.212,0.0979
-11.439,0.0371
-7.902,0.0067
-8.558,0.00229
-7.742,0.399
-13.262,0.771
-12.054,0.273
-13.415,0.23
-4.299,0.00598
-4.563,0.0132
-6.199,0.098
-5.321,0.0475
-9.237,0.518
-6.644,0.461
-4.689,0.0384
-6.003,0.00854
-4.531,0.00216
-5.406,0.00165
-3.908,0.16
-12.942,0.0504
-7.63,0.265
-6.812,0.0701
-1.549,0.0375
-8.513,0.0241
-11.547,0.605
-5.365,0.00546
-10.191,0.508
-5.442,0.263
-5.293,0.00599
-4.897,0.22
-4.378,5.86e-05
-2.182,0.00428
-3.761,0.0932
-5.875,0.00462
-6.244,0.0398
-4.156,0.022
-2.879,0.0183
-7.574,0.696
-9.937,0.00249
-4.095,0.00552
-13.99,0.017
-5.64,0.0115
-10.71,0.00162
-10.376,0.0462
-6.422,0.0362
-6.177,0.0119
-4.478,0.0104
-7.868,0.103
-5.059,0.238
-4.593,0.0261
-11.166,0.488
-5.554,0.0828
-6.22,0.00192
-3.78,0.0426
-12.437,0.000972
-3.103,0.00511
-9.717,0.326
-5.339,0.0163
-5.61,0.257
-9.412,0.0157
-11.83,0.879
-8.815,0.128
-9.87,0.633
-4.348,0.011
-6.662,0.659
-5.593,0.00121
-5.355,0.0896
-16.687,0.427
-5.75,0.0843
-4.7,0.0485
-5.861,0.107
-8.514,0.834
-2.189,0.000665
-4.239,0.000715
-3.249,8.74e-05
-10.764,0.122
-2.279,0.0453
-2.215,0.0139
-11.996,0.797
-6.056,0.241
-5.084,0.000563
-7.056,0.718
-12.59,0.475
-8.231,0.432
-11.729,0.25
-10.27,0.428
-14.121,0.0189
-3.364,0.0191
-3.644,0.333
-9.15,0.000668
-4.494,0.01
-19.846,0.219
-9.226,0.0129
-5.236,0.257
-4.308,0.126
-5.814,0.17
-3.719,0.000481
-12.264,0.0186
-6.165,0.0688
-5.805,0.0125
-8.18,0.157
-4.497,0.28
-10.94,0.261
-8.871,0.459
-4.881,0.0359
-11.333,0.0983
-14.745,0.111
-3.004,0.00609
-4.18,0.000362
-12.703,0.626
-12.242,0.82
-4.659,0.177
-15.142,0.391
-10.192,0.035
-9.039,0.00106
-4.898,0.65
-6.67,0.425
-13.79,0.588
-4.199,0.00501
-3.947,0.0188
-9.079,0.106
-13.091,0.00313
-4.151,0.000264
-8.456,0.0661
-5.146,0.023
-4.423,0.00257
-6.684,0.344
-7.393,0.119
-4.043,0.176
-3.936,0.00146
-8.786,9.24e-05
-15.308,0.284
-2.984,0.00624
-12.621,0.0748
-9.307,0.0152
-2.403,0.106
-10.428,0.611
-11.359,0.449
-7.493,0.139
-5.828,0.112
-5.109,0.0964
-6.179,0.00121
-6.457,0.323
-6.18,0.581
-7.251,0.0353
-6.68,0.542
-9.911,0.101
-6.042,0.000373
-7.055,0.224
-15.523,0.313
-4.804,0.0573
-6.903,0.00178
-9.39,0.0801
-5.884,0.0797
-10.96,0.302
-4.632,0.00772
-5.182,0.0249
-3.004,0.0459
-3.803,0.0311
-6.209,0.0948
-9.129,0.0626
-8.346,0.0975
-2.921,0.417
-8.448,0.319
-3.868,0.000336
-10.123,0.127
-6.918,0.0628
-13.099,0.638
-2.969,0.016
-4.054,0.00189
-9.638,0.55
-2.959,0.0297
-5.051,0.00272
-3.902,0.00468
-9.108,0.00067
-5.268,0.00738
-8.965,0.699
-4.644,0.106
-4.476,0.00483
-8.118,0.00796
-6.777,0.0722
-6.733,0.0537
-8.395,0.398
-5.935,0.209
-5.856,0.12
-4.344,0.000715
-6.143,0.0606
-9.558,0.0589
-14.981,0.142
-5.398,0.655
-7.024,0.0338
-5.333,0.156
-8.367,0.256
-6.149,0.0105
-3.727,0.0492
-15.539,0.07
-12.233,0.924
-6.733,0.0398
-11.112,0.795
-4.679,0.208
-6.519,0.613
-5.394,0.0646
-12.485,0.862
-5.025,0.326
-4.228,0.0972
-3.777,0.00045
-9.785,0.352
-17.227,0.0148
-3.635,0.241
-6.472,0.0404
-3.556,0.0875
-5.774,0.0691
-3.858,0.00584
-15.648,0.209
-15.5,0.122
-9.584,0.2
-2.543,0.00791
-8.12,0.205
-4.627,0.000183
-16.729,0.683
-7.682,0.103
-7.981,0.000332
-3.65,0.000192
-5.44,0.0724
-10.058,0.694
-7.462,0.16
-13.255,0.0056
-4.063,0.36
-8.751,0.391
-8.806,0.0832
-4.464,0.000247
-7.052,0.0615
-12.635,0.0816
-4.921,0.0298
-4.332,0.331
-7.772,0.0433
-3.736,0.0006
-5.381,0.0318
-12.432,0.526
-5.643,0.0424
-6.364,0.368
-6.509,0.00114
-4.768,0.00532
-3.087,0.0468
-4.025,1.83e-05
-4.766,0.000912
-4.938,0.0264
-5.358,0.0694
-2.344,0.0015
-4.119,0.00184
-7.513,0.0372
-11.549,0.61
-4.647,0.0296
-3.84,0.000198
-3.886,0.137
-13.925,0.245
-6.611,0.348
-9.326,0.411
-4.013,0.448
-12.503,0.486
-7.784,0.0183
-3.356,0.275
-5.847,0.000531
-7.097,0.583
-3.278,0.0365
-6.071,0.0178
-5.699,0.241
-6.74,0.272
-2.692,0.00114
-8.89,0.0989
-6.607,0.0122
-9.362,0.00327
-5.562,0.351
-8.456,0.0307
-14.407,0.994
-7.102,0.00242
-3.028,0.00375
-3.551,0.133
-14.361,0.754
-9.443,0.57
-1.768,0.0133
-6.147,0.315
-4.478,4.78e-05
-6.83,0.758
-3.845,0.0271
-9.637,0.319
-11.782,0.0718
-14.979,0.221
-4.664,0.00018
-10.298,0.166
-5.173,0.0106
-6.05,0.707
-4.199,0.0146
-7.151,0.0856
-4.366,0.0333
-7.692,0.268
-6.722,0.287
-6.336,0.693
-4.412,0.199
-15.11,0.118
-3.668,0.000684
-14.108,0.528
-7.423,0.0904
-13.916,0.0202
-8.045,0.181
-7.183,0.313
-3.848,0.00324
-6.491,0.000671
-8.412,0.00425
-5.767,0.568
-8.65,0.785
-5.5,0.116
-8.219,0.335
-5.993,0.0396
-3.425,0.169
-5.926,0.0116
-8.061,0.249
-6.416,0.0999
-5.5,0.000392
-5.102,0.000426
-4.833,0.00483
-8.884,0.406
-15.625,0.649
-4.039,0.083
-7.665,0.127
-8.685,0.00573
-6.784,0.0193
-5.533,0.0414
-4.533,0.0259
-11.045,0.281
-12.222,0.13
-4.415,0.262
-2.657,0.00298
-13.061,0.251
-3.389,0.0498
-5.411,0.0441
